8706     4
 
(-0.4449638E-06, 0.6933997E-07)  (-0.4471237E-06, 0.5639450E-07)  (-0.4489079E-06, 0.4340171E-07)
(-0.4503161E-06, 0.3037264E-07)  (-0.4513484E-06, 0.1731828E-07)  (-0.4520049E-06, 0.4249559E-08)
(-0.4522864E-06, -0.8822618E-08)  (-0.4521938E-06, -0.2188743E-07)  (-0.4517283E-06, -0.3493413E-07)
(-0.4508915E-06, -0.4795205E-07)  (-0.4496852E-06, -0.6093061E-07)  (-0.4481116E-06, -0.7385934E-07)
(-0.4461731E-06, -0.8672786E-07)  (-0.4438725E-06, -0.9952592E-07)  (-0.4412127E-06, -0.1122434E-06)
(-0.4381972E-06, -0.1248703E-06)  (-0.4348294E-06, -0.1373967E-06)  (-0.4311132E-06, -0.1498130E-06)
(-0.4270527E-06, -0.1621096E-06)  (-0.4226523E-06, -0.1742770E-06)  (-0.4179165E-06, -0.1863062E-06)
(-0.4128502E-06, -0.1981879E-06)  (-0.4074585E-06, -0.2099133E-06)  (-0.4017468E-06, -0.2214737E-06)
(-0.3957204E-06, -0.2328607E-06)  (-0.3893853E-06, -0.2440658E-06)  (-0.3827473E-06, -0.2550811E-06)
(-0.3758126E-06, -0.2658986E-06)  (-0.3685876E-06, -0.2765106E-06)  (-0.3610789E-06, -0.2869096E-06)
(-0.3532931E-06, -0.2970884E-06)  (-0.3452372E-06, -0.3070400E-06)  (-0.3369182E-06, -0.3167575E-06)
(-0.3283434E-06, -0.3262344E-06)  (-0.3195201E-06, -0.3354643E-06)  (-0.3104559E-06, -0.3444412E-06)
(-0.3011584E-06, -0.3531591E-06)  (-0.2916354E-06, -0.3616125E-06)  (-0.2818948E-06, -0.3697960E-06)
(-0.2719445E-06, -0.3777044E-06)  (-0.2617928E-06, -0.3853328E-06)  (-0.2514479E-06, -0.3926767E-06)
(-0.2409180E-06, -0.3997317E-06)  (-0.2302115E-06, -0.4064935E-06)  (-0.2193369E-06, -0.4129584E-06)
(-0.2083028E-06, -0.4191227E-06)  (-0.1971176E-06, -0.4249829E-06)  (-0.1857901E-06, -0.4305361E-06)
(-0.1743289E-06, -0.4357794E-06)  (-0.1627427E-06, -0.4407100E-06)  (-0.1510402E-06, -0.4453257E-06)
(-0.1392304E-06, -0.4496243E-06)  (-0.1273218E-06, -0.4536040E-06)  (-0.1153233E-06, -0.4572632E-06)
(-0.1032437E-06, -0.4606004E-06)  (-0.9109177E-07, -0.4636147E-06)  (-0.7887627E-07, -0.4663050E-06)
(-0.6660593E-07, -0.4686708E-06)  (-0.5428949E-07, -0.4707116E-06)  (-0.4193562E-07, -0.4724274E-06)
(-0.2955297E-07, -0.4738181E-06)  (-0.1715014E-07, -0.4748842E-06)  (-0.4735670E-08, -0.4756261E-06)
(0.7681953E-08, -0.4760446E-06)  (0.2009430E-07, -0.4761408E-06)  (0.3249303E-07, -0.4759157E-06)
(0.4486986E-07, -0.4753709E-06)  (0.5721660E-07, -0.4745080E-06)  (0.6952513E-07, -0.4733289E-06)
(0.8178745E-07, -0.4718356E-06)  (0.9399562E-07, -0.4700303E-06)  (0.1061418E-06, -0.4679156E-06)
(0.1182184E-06, -0.4654941E-06)  (0.1302177E-06, -0.4627686E-06)  (0.1421322E-06, -0.4597421E-06)
(0.1539546E-06, -0.4564180E-06)  (0.1656777E-06, -0.4527995E-06)  (0.1772943E-06, -0.4488902E-06)
(0.1887974E-06, -0.4446939E-06)  (0.2001803E-06, -0.4402144E-06)  (0.2114361E-06, -0.4354558E-06)
(0.2225584E-06, -0.4304223E-06)  (0.2335407E-06, -0.4251182E-06)  (0.2443768E-06, -0.4195481E-06)
(0.2550605E-06, -0.4137164E-06)  (0.2655858E-06, -0.4076281E-06)  (0.2759470E-06, -0.4012880E-06)
(0.2861385E-06, -0.3947011E-06)  (0.2961546E-06, -0.3878726E-06)  (0.3059901E-06, -0.3808076E-06)
(0.3156399E-06, -0.3735115E-06)  (0.3250989E-06, -0.3659898E-06)  (0.3343623E-06, -0.3582480E-06)
(0.3434255E-06, -0.3502918E-06)  (0.3522839E-06, -0.3421269E-06)  (0.3609333E-06, -0.3337590E-06)
(0.3693695E-06, -0.3251941E-06)  (0.3775885E-06, -0.3164381E-06)  (0.3855866E-06, -0.3074970E-06)
(0.3933601E-06, -0.2983769E-06)  (0.4009056E-06, -0.2890839E-06)  (0.4082198E-06, -0.2796243E-06)
(0.4152997E-06, -0.2700042E-06)  (0.4221422E-06, -0.2602299E-06)  (0.4287447E-06, -0.2503077E-06)
(0.4351045E-06, -0.2402439E-06)  (0.4412194E-06, -0.2300450E-06)  (0.4470870E-06, -0.2197172E-06)
(0.4527052E-06, -0.2092669E-06)  (0.4580724E-06, -0.1987007E-06)  (0.4631866E-06, -0.1880248E-06)
(0.4680464E-06, -0.1772457E-06)  (0.4726504E-06, -0.1663698E-06)  (0.4769974E-06, -0.1554036E-06)
(0.4810863E-06, -0.1443533E-06)  (0.4849164E-06, -0.1332254E-06)  (0.4884867E-06, -0.1220263E-06)
(0.4917969E-06, -0.1107622E-06)  (0.4948465E-06, -0.9943957E-07)  (0.4976353E-06, -0.8806456E-07)
(0.5001632E-06, -0.7664345E-07)  (0.5024303E-06, -0.6518244E-07)  (0.5044367E-06, -0.5368770E-07)
(0.5061828E-06, -0.4216533E-07)  (0.5076693E-06, -0.3062140E-07)  (0.5088966E-06, -0.1906191E-07)
(0.5098657E-06, -0.7492822E-08)  (0.5105774E-06, 0.4079976E-08)  (0.5110328E-06, 0.1565065E-07)
(0.5112331E-06, 0.2721344E-07)  (0.5111797E-06, 0.3876265E-07)  (0.5108741E-06, 0.5029266E-07)
(0.5103177E-06, 0.6179791E-07)  (0.5095123E-06, 0.7327294E-07)  (0.5084598E-06, 0.8471234E-07)
(0.5071620E-06, 0.9611082E-07)  (0.5056210E-06, 0.1074631E-06)  (0.5038391E-06, 0.1187642E-06)
(0.5018184E-06, 0.1300088E-06)  (0.4995614E-06, 0.1411922E-06)  (0.4970704E-06, 0.1523093E-06)
(0.4943482E-06, 0.1633556E-06)  (0.4913973E-06, 0.1743261E-06)  (0.4882204E-06, 0.1852165E-06)
(0.4848206E-06, 0.1960222E-06)  (0.4812005E-06, 0.2067387E-06)  (0.4773634E-06, 0.2173619E-06)
(0.4733122E-06, 0.2278876E-06)  (0.4690502E-06, 0.2383116E-06)  (0.4645805E-06, 0.2486301E-06)
(0.4599065E-06, 0.2588391E-06)  (0.4550314E-06, 0.2689349E-06)  (0.4499588E-06, 0.2789139E-06)
(0.4446922E-06, 0.2887725E-06)  (0.4392350E-06, 0.2985072E-06)  (0.4335908E-06, 0.3081148E-06)
(0.4277634E-06, 0.3175921E-06)  (0.4217564E-06, 0.3269359E-06)  (0.4155734E-06, 0.3361433E-06)
(0.4092183E-06, 0.3452113E-06)  (0.4026950E-06, 0.3541373E-06)  (0.3960071E-06, 0.3629185E-06)
(0.3891586E-06, 0.3715524E-06)  (0.3821534E-06, 0.3800366E-06)  (0.3749954E-06, 0.3883687E-06)
(0.3676886E-06, 0.3965465E-06)  (0.3602368E-06, 0.4045680E-06)  (0.3526441E-06, 0.4124310E-06)
(0.3449145E-06, 0.4201338E-06)  (0.3370519E-06, 0.4276745E-06)  (0.3290604E-06, 0.4350515E-06)
(0.3209439E-06, 0.4422631E-06)  (0.3127065E-06, 0.4493080E-06)  (0.3043522E-06, 0.4561848E-06)
(0.2958850E-06, 0.4628922E-06)  (0.2873088E-06, 0.4694290E-06)  (0.2786278E-06, 0.4757942E-06)
(0.2698457E-06, 0.4819869E-06)  (0.2609667E-06, 0.4880062E-06)  (0.2519947E-06, 0.4938514E-06)
(0.2429336E-06, 0.4995218E-06)  (0.2337873E-06, 0.5050168E-06)  (0.2245596E-06, 0.5103361E-06)
(0.2152546E-06, 0.5154791E-06)  (0.2058759E-06, 0.5204457E-06)  (0.1964275E-06, 0.5252357E-06)
(0.1869130E-06, 0.5298489E-06)  (0.1773363E-06, 0.5342853E-06)  (0.1677011E-06, 0.5385451E-06)
(0.1580109E-06, 0.5426284E-06)  (0.1482695E-06, 0.5465355E-06)  (0.1384805E-06, 0.5502666E-06)
(0.1286474E-06, 0.5538222E-06)  (0.1187737E-06, 0.5572027E-06)  (0.1088629E-06, 0.5604088E-06)
(0.9891839E-07, 0.5634411E-06)  (0.8894359E-07, 0.5663002E-06)  (0.7894181E-07, 0.5689870E-06)
(0.6891632E-07, 0.5715023E-06)  (0.5887034E-07, 0.5738470E-06)  (0.4880705E-07, 0.5760222E-06)
(0.3872957E-07, 0.5780288E-06)  (0.2864095E-07, 0.5798680E-06)  (0.1854420E-07, 0.5815410E-06)
(0.8442273E-08, 0.5830490E-06)  (-0.1661938E-08, 0.5843932E-06)  (-0.1176560E-07, 0.5855751E-06)
(-0.2186595E-07, 0.5865961E-06)  (-0.3196027E-07, 0.5874575E-06)  (-0.4204591E-07, 0.5881609E-06)
(-0.5212028E-07, 0.5887079E-06)  (-0.6218085E-07, 0.5891000E-06)  (-0.7222517E-07, 0.5893389E-06)
(-0.8225083E-07, 0.5894263E-06)  (-0.9225550E-07, 0.5893638E-06)  (-0.1022369E-06, 0.5891534E-06)
(-0.1121929E-06, 0.5887967E-06)  (-0.1221212E-06, 0.5882956E-06)  (-0.1320199E-06, 0.5876520E-06)
(-0.1418869E-06, 0.5868678E-06)  (-0.1517203E-06, 0.5859449E-06)  (-0.1615182E-06, 0.5848853E-06)
(-0.1712788E-06, 0.5836910E-06)  (-0.1810003E-06, 0.5823640E-06)  (-0.1906812E-06, 0.5809063E-06)
(-0.2003198E-06, 0.5793201E-06)  (-0.2099145E-06, 0.5776073E-06)  (-0.2194639E-06, 0.5757702E-06)
(-0.2289666E-06, 0.5738107E-06)  (-0.2384213E-06, 0.5717311E-06)  (-0.2478267E-06, 0.5695336E-06)
(-0.2571816E-06, 0.5672202E-06)  (-0.2664849E-06, 0.5647931E-06)  (-0.2757354E-06, 0.5622546E-06)
(-0.2849323E-06, 0.5596067E-06)  (-0.2940746E-06, 0.5568519E-06)  (-0.3031613E-06, 0.5539921E-06)
(-0.3121918E-06, 0.5510297E-06)  (-0.3211653E-06, 0.5479668E-06)  (-0.3300811E-06, 0.5448057E-06)
(-0.3389386E-06, 0.5415486E-06)  (-0.3477372E-06, 0.5381976E-06)  (-0.3564766E-06, 0.5347551E-06)
(-0.3651563E-06, 0.5312231E-06)  (-0.3737759E-06, 0.5276040E-06)  (-0.3823352E-06, 0.5238998E-06)
(-0.3908339E-06, 0.5201128E-06)  (-0.3992720E-06, 0.5162452E-06)  (-0.4076492E-06, 0.5122992E-06)
(-0.4159656E-06, 0.5082768E-06)  (-0.4242211E-06, 0.5041802E-06)  (-0.4324159E-06, 0.5000116E-06)
(-0.4405502E-06, 0.4957731E-06)  (-0.4486240E-06, 0.4914668E-06)  (-0.4566377E-06, 0.4870948E-06)
(-0.4645917E-06, 0.4826591E-06)  (-0.4724862E-06, 0.4781618E-06)  (-0.4803217E-06, 0.4736050E-06)
(-0.4880987E-06, 0.4689906E-06)  (-0.4958178E-06, 0.4643207E-06)  (-0.5034795E-06, 0.4595972E-06)
(-0.5110846E-06, 0.4548221E-06)  (-0.5186337E-06, 0.4499973E-06)  (-0.5261275E-06, 0.4451248E-06)
(-0.5335670E-06, 0.4402063E-06)  (-0.5409530E-06, 0.4352439E-06)  (-0.5482864E-06, 0.4302392E-06)
(-0.5555681E-06, 0.4251942E-06)  (-0.5627993E-06, 0.4201106E-06)  (-0.5699809E-06, 0.4149901E-06)
(-0.5771142E-06, 0.4098346E-06)  (-0.5842002E-06, 0.4046456E-06)  (-0.5912403E-06, 0.3994250E-06)
(-0.5982356E-06, 0.3941742E-06)  (-0.6051876E-06, 0.3888949E-06)  (-0.6120975E-06, 0.3835888E-06)
(-0.6189669E-06, 0.3782574E-06)  (-0.6257971E-06, 0.3729021E-06)  (-0.6325896E-06, 0.3675246E-06)
(-0.6393461E-06, 0.3621262E-06)  (-0.6460681E-06, 0.3567084E-06)  (-0.6527572E-06, 0.3512726E-06)
(-0.6594153E-06, 0.3458202E-06)  (-0.6660439E-06, 0.3403524E-06)  (-0.6726449E-06, 0.3348707E-06)
(-0.6792200E-06, 0.3293762E-06)  (-0.6857713E-06, 0.3238703E-06)  (-0.6923005E-06, 0.3183541E-06)
(-0.6988096E-06, 0.3128287E-06)  (-0.7053007E-06, 0.3072954E-06)  (-0.7117757E-06, 0.3017552E-06)
(-0.7182367E-06, 0.2962092E-06)  (-0.7246859E-06, 0.2906584E-06)  (-0.7311254E-06, 0.2851039E-06)
(-0.7375575E-06, 0.2795466E-06)  (-0.7439843E-06, 0.2739875E-06)  (-0.7504082E-06, 0.2684273E-06)
(-0.7568315E-06, 0.2628671E-06)  (-0.7632566E-06, 0.2573076E-06)  (-0.7696859E-06, 0.2517497E-06)
(-0.7761218E-06, 0.2461941E-06)  (-0.7825669E-06, 0.2406414E-06)  (-0.7890237E-06, 0.2350925E-06)
(-0.7954948E-06, 0.2295480E-06)  (-0.8019828E-06, 0.2240085E-06)  (-0.8084904E-06, 0.2184746E-06)
(-0.8150202E-06, 0.2129468E-06)  (-0.8215752E-06, 0.2074258E-06)  (-0.8281580E-06, 0.2019118E-06)
(-0.8347715E-06, 0.1964055E-06)  (-0.8414187E-06, 0.1909072E-06)  (-0.8481023E-06, 0.1854174E-06)
(-0.8548256E-06, 0.1799363E-06)  (-0.8615913E-06, 0.1744643E-06)  (-0.8684027E-06, 0.1690016E-06)
(-0.8752629E-06, 0.1635486E-06)  (-0.8821750E-06, 0.1581054E-06)  (-0.8891422E-06, 0.1526723E-06)
(-0.8961679E-06, 0.1472493E-06)  (-0.9032553E-06, 0.1418365E-06)  (-0.9104078E-06, 0.1364342E-06)
(-0.9176289E-06, 0.1310422E-06)  (-0.9249220E-06, 0.1256607E-06)  (-0.9322906E-06, 0.1202895E-06)
(-0.9397384E-06, 0.1149287E-06)  (-0.9472690E-06, 0.1095782E-06)  (-0.9548860E-06, 0.1042378E-06)
(-0.9625933E-06, 0.9890737E-07)  (-0.9703947E-06, 0.9358676E-07)  (-0.9782940E-06, 0.8827575E-07)
(-0.9862951E-06, 0.8297407E-07)  (-0.9944022E-06, 0.7768144E-07)  (-0.1002619E-05, 0.7239754E-07)
(-0.1010950E-05, 0.6712203E-07)  (-0.1019400E-05, 0.6185452E-07)  (-0.1027972E-05, 0.5659460E-07)
(-0.1036671E-05, 0.5134181E-07)  (-0.1045501E-05, 0.4609568E-07)  (-0.1054468E-05, 0.4085569E-07)
(-0.1063574E-05, 0.3562129E-07)  (-0.1072826E-05, 0.3039190E-07)  (-0.1082228E-05, 0.2516691E-07)
(-0.1091784E-05, 0.1994568E-07)  (-0.1101500E-05, 0.1472752E-07)  (-0.1111380E-05, 0.9511711E-08)
(-0.1121431E-05, 0.4297518E-08)  (-0.1131655E-05, -0.9158445E-09)  (-0.1142061E-05, -0.6129190E-08)
(-0.1152651E-05, -0.1134337E-07)  (-0.1163433E-05, -0.1655926E-07)  (-0.1174411E-05, -0.2177778E-07)
(-0.1185591E-05, -0.2699988E-07)  (-0.1196979E-05, -0.3222656E-07)  (-0.1208582E-05, -0.3745882E-07)
(-0.1220404E-05, -0.4269772E-07)  (-0.1232452E-05, -0.4794436E-07)  (-0.1244733E-05, -0.5319986E-07)
(-0.1257253E-05, -0.5846539E-07)  (-0.1270018E-05, -0.6374215E-07)  (-0.1283034E-05, -0.6903136E-07)
(-0.1296310E-05, -0.7433432E-07)  (-0.1309851E-05, -0.7965233E-07)  (-0.1323665E-05, -0.8498673E-07)
(-0.1337759E-05, -0.9033893E-07)  (-0.1352141E-05, -0.9571034E-07)  (-0.1366817E-05, -0.1011024E-06)
(-0.1381796E-05, -0.1065167E-06)  (-0.1397086E-05, -0.1119547E-06)  (-0.1412694E-05, -0.1174181E-06)
(-0.1428629E-05, -0.1229084E-06)  (-0.1444900E-05, -0.1284273E-06)  (-0.1461514E-05, -0.1339766E-06)
(-0.1478480E-05, -0.1395580E-06)  (-0.1495809E-05, -0.1451734E-06)  (-0.1513508E-05, -0.1508245E-06)
(-0.1531587E-05, -0.1565132E-06)  (-0.1550057E-05, -0.1622416E-06)  (-0.1568926E-05, -0.1680116E-06)
(-0.1588204E-05, -0.1738253E-06)  (-0.1607903E-05, -0.1796847E-06)  (-0.1628033E-05, -0.1855920E-06)
(-0.1648604E-05, -0.1915494E-06)  (-0.1669628E-05, -0.1975592E-06)  (-0.1691115E-05, -0.2036236E-06)
(-0.1713078E-05, -0.2097450E-06)  (-0.1735529E-05, -0.2159258E-06)  (-0.1758479E-05, -0.2221686E-06)
(-0.1781942E-05, -0.2284758E-06)  (-0.1805929E-05, -0.2348501E-06)  (-0.1830455E-05, -0.2412940E-06)
(-0.1855532E-05, -0.2478104E-06)  (-0.1881174E-05, -0.2544021E-06)  (-0.1907396E-05, -0.2610718E-06)
(-0.1934211E-05, -0.2678225E-06)  (-0.1961636E-05, -0.2746572E-06)  (-0.1989684E-05, -0.2815791E-06)
(-0.2018372E-05, -0.2885911E-06)  (-0.2047716E-05, -0.2956966E-06)  (-0.2077732E-05, -0.3028989E-06)
(-0.2108437E-05, -0.3102013E-06)  (-0.2139848E-05, -0.3176073E-06)  (-0.2171983E-05, -0.3251205E-06)
(-0.2204861E-05, -0.3327444E-06)  (-0.2238499E-05, -0.3404829E-06)  (-0.2272918E-05, -0.3483397E-06)
(-0.2308136E-05, -0.3563188E-06)  (-0.2344175E-05, -0.3644241E-06)  (-0.2381055E-05, -0.3726599E-06)
(-0.2418796E-05, -0.3810302E-06)  (-0.2457422E-05, -0.3895394E-06)  (-0.2496955E-05, -0.3981919E-06)
(-0.2537417E-05, -0.4069924E-06)  (-0.2578832E-05, -0.4159454E-06)  (-0.2621225E-05, -0.4250557E-06)
(-0.2664621E-05, -0.4343282E-06)  (-0.2709045E-05, -0.4437680E-06)  (-0.2754524E-05, -0.4533801E-06)
(-0.2801086E-05, -0.4631700E-06)  (-0.2848757E-05, -0.4731430E-06)  (-0.2897566E-05, -0.4833046E-06)
(-0.2947544E-05, -0.4936606E-06)  (-0.2998719E-05, -0.5042169E-06)  (-0.3051124E-05, -0.5149794E-06)
(-0.3104791E-05, -0.5259543E-06)  (-0.3159751E-05, -0.5371480E-06)  (-0.3216039E-05, -0.5485670E-06)
(-0.3273690E-05, -0.5602180E-06)  (-0.3332740E-05, -0.5721077E-06)  (-0.3393224E-05, -0.5842433E-06)
(-0.3455181E-05, -0.5966320E-06)  (-0.3518650E-05, -0.6092812E-06)  (-0.3583670E-05, -0.6221986E-06)
(-0.3650283E-05, -0.6353919E-06)  (-0.3718531E-05, -0.6488693E-06)  (-0.3788457E-05, -0.6626389E-06)
(-0.3860106E-05, -0.6767094E-06)  (-0.3933524E-05, -0.6910894E-06)  (-0.4008759E-05, -0.7057880E-06)
(-0.4085858E-05, -0.7208143E-06)  (-0.4164872E-05, -0.7361778E-06)  (-0.4245853E-05, -0.7518883E-06)
(-0.4328853E-05, -0.7679558E-06)  (-0.4413927E-05, -0.7843906E-06)  (-0.4501131E-05, -0.8012033E-06)
(-0.4590524E-05, -0.8184048E-06)  (-0.4682164E-05, -0.8360063E-06)  (-0.4776112E-05, -0.8540193E-06)
(-0.4872433E-05, -0.8724557E-06)  (-0.4971190E-05, -0.8913277E-06)  (-0.5072450E-05, -0.9106478E-06)
(-0.5176282E-05, -0.9304289E-06)  (-0.5282758E-05, -0.9506843E-06)  (-0.5391949E-05, -0.9714277E-06)
(-0.5503931E-05, -0.9926731E-06)  (-0.5618781E-05, -0.1014435E-05)  (-0.5736579E-05, -0.1036728E-05)
(-0.5857407E-05, -0.1059568E-05)  (-0.5981349E-05, -0.1082971E-05)  (-0.6108492E-05, -0.1106952E-05)
(-0.6238927E-05, -0.1131528E-05)  (-0.6372744E-05, -0.1156718E-05)  (-0.6510039E-05, -0.1182537E-05)
(-0.6650910E-05, -0.1209005E-05)  (-0.6795458E-05, -0.1236141E-05)  (-0.6943788E-05, -0.1263963E-05)
(-0.7096005E-05, -0.1292492E-05)  (-0.7252221E-05, -0.1321749E-05)  (-0.7412549E-05, -0.1351754E-05)
(-0.7577106E-05, -0.1382528E-05)  (-0.7746014E-05, -0.1414096E-05)  (-0.7919396E-05, -0.1446479E-05)
(-0.8097381E-05, -0.1479702E-05)  (-0.8280102E-05, -0.1513789E-05)  (-0.8467694E-05, -0.1548766E-05)
(-0.8660298E-05, -0.1584657E-05)  (-0.8858060E-05, -0.1621492E-05)  (-0.9061128E-05, -0.1659296E-05)
(-0.9269657E-05, -0.1698099E-05)  (-0.9483805E-05, -0.1737930E-05)  (-0.9703736E-05, -0.1778819E-05)
(-0.9929619E-05, -0.1820798E-05)  (-0.1016163E-04, -0.1863899E-05)  (-0.1039994E-04, -0.1908155E-05)
(-0.1064475E-04, -0.1953600E-05)  (-0.1089624E-04, -0.2000270E-05)  (-0.1115460E-04, -0.2048201E-05)
(-0.1142005E-04, -0.2097431E-05)  (-0.1169279E-04, -0.2147999E-05)  (-0.1197304E-04, -0.2199944E-05)
(-0.1226102E-04, -0.2253308E-05)  (-0.1255696E-04, -0.2308133E-05)  (-0.1286110E-04, -0.2364463E-05)
(-0.1317368E-04, -0.2422344E-05)  (-0.1349496E-04, -0.2481822E-05)  (-0.1382520E-04, -0.2542945E-05)
(-0.1416467E-04, -0.2605763E-05)  (-0.1451364E-04, -0.2670328E-05)  (-0.1487240E-04, -0.2736692E-05)
(-0.1524124E-04, -0.2804910E-05)  (-0.1562049E-04, -0.2875038E-05)  (-0.1601043E-04, -0.2947136E-05)
(-0.1641142E-04, -0.3021261E-05)  (-0.1682377E-04, -0.3097478E-05)  (-0.1724784E-04, -0.3175849E-05)
(-0.1768399E-04, -0.3256441E-05)  (-0.1813258E-04, -0.3339322E-05)  (-0.1859399E-04, -0.3424563E-05)
(-0.1906863E-04, -0.3512236E-05)  (-0.1955690E-04, -0.3602416E-05)  (-0.2005921E-04, -0.3695181E-05)
(-0.2057601E-04, -0.3790611E-05)  (-0.2110774E-04, -0.3888789E-05)  (-0.2165486E-04, -0.3989800E-05)
(-0.2221786E-04, -0.4093732E-05)  (-0.2279723E-04, -0.4200677E-05)  (-0.2339347E-04, -0.4310729E-05)
(-0.2400712E-04, -0.4423984E-05)  (-0.2463872E-04, -0.4540543E-05)  (-0.2528883E-04, -0.4660511E-05)
(-0.2595804E-04, -0.4783994E-05)  (-0.2664694E-04, -0.4911103E-05)  (-0.2735616E-04, -0.5041953E-05)
(-0.2808634E-04, -0.5176661E-05)  (-0.2883814E-04, -0.5315350E-05)  (-0.2961225E-04, -0.5458147E-05)
(-0.3040937E-04, -0.5605182E-05)  (-0.3123025E-04, -0.5756589E-05)  (-0.3207562E-04, -0.5912509E-05)
(-0.3294629E-04, -0.6073085E-05)  (-0.3384305E-04, -0.6238467E-05)  (-0.3476674E-04, -0.6408808E-05)
(-0.3571823E-04, -0.6584268E-05)  (-0.3669841E-04, -0.6765011E-05)  (-0.3770820E-04, -0.6951208E-05)
(-0.3874856E-04, -0.7143034E-05)  (-0.3982048E-04, -0.7340672E-05)  (-0.4092498E-04, -0.7544310E-05)
(-0.4206311E-04, -0.7754142E-05)  (-0.4323597E-04, -0.7970370E-05)  (-0.4444469E-04, -0.8193201E-05)
(-0.4569043E-04, -0.8422851E-05)  (-0.4697441E-04, -0.8659544E-05)  (-0.4829787E-04, -0.8903508E-05)
(-0.4966211E-04, -0.9154982E-05)  (-0.5106848E-04, -0.9414214E-05)  (-0.5251834E-04, -0.9681457E-05)
(-0.5401314E-04, -0.9956976E-05)  (-0.5555405E-04, -0.1024099E-04)  (-0.5714228E-04, -0.1053371E-04)
(-0.5877908E-04, -0.1083539E-04)  (-0.6046573E-04, -0.1114624E-04)  (-0.6220355E-04, -0.1146651E-04)
(-0.6399389E-04, -0.1179646E-04)  (-0.6583815E-04, -0.1213634E-04)  (-0.6773775E-04, -0.1248641E-04)
(-0.6969416E-04, -0.1284694E-04)  (-0.7170889E-04, -0.1321821E-04)  (-0.7378350E-04, -0.1360051E-04)
(-0.7591958E-04, -0.1399413E-04)  (-0.7811877E-04, -0.1439937E-04)  (-0.8038275E-04, -0.1481654E-04)
(-0.8271324E-04, -0.1524596E-04)  (-0.8511203E-04, -0.1568795E-04)  (-0.8758093E-04, -0.1614286E-04)
(-0.9012181E-04, -0.1661102E-04)  (-0.9273660E-04, -0.1709279E-04)  (-0.9542726E-04, -0.1758853E-04)
(-0.9819582E-04, -0.1809861E-04)  (-0.1010444E-03, -0.1862342E-04)  (-0.1039750E-03, -0.1916335E-04)
(-0.1069899E-03, -0.1971880E-04)  (-0.1100914E-03, -0.2029018E-04)  (-0.1132818E-03, -0.2087792E-04)
(-0.1165633E-03, -0.2148245E-04)  (-0.1199385E-03, -0.2210423E-04)  (-0.1234097E-03, -0.2274370E-04)
(-0.1269797E-03, -0.2340133E-04)  (-0.1306510E-03, -0.2407762E-04)  (-0.1344262E-03, -0.2477305E-04)
(-0.1383082E-03, -0.2548813E-04)  (-0.1422997E-03, -0.2622337E-04)  (-0.1464037E-03, -0.2697933E-04)
(-0.1506231E-03, -0.2775653E-04)  (-0.1549610E-03, -0.2855554E-04)  (-0.1594206E-03, -0.2937694E-04)
(-0.1640049E-03, -0.3022131E-04)  (-0.1687173E-03, -0.3108927E-04)  (-0.1735612E-03, -0.3198142E-04)
(-0.1785399E-03, -0.3289841E-04)  (-0.1836572E-03, -0.3384088E-04)  (-0.1889165E-03, -0.3480950E-04)
(-0.1943216E-03, -0.3580497E-04)  (-0.1998764E-03, -0.3682797E-04)  (-0.2055847E-03, -0.3787923E-04)
(-0.2114505E-03, -0.3895949E-04)  (-0.2174779E-03, -0.4006949E-04)  (-0.2236712E-03, -0.4121002E-04)
(-0.2300346E-03, -0.4238187E-04)  (-0.2365726E-03, -0.4358584E-04)  (-0.2432897E-03, -0.4482277E-04)
(-0.2501906E-03, -0.4609352E-04)  (-0.2572799E-03, -0.4739896E-04)  (-0.2645625E-03, -0.4873998E-04)
(-0.2720435E-03, -0.5011750E-04)  (-0.2797280E-03, -0.5153246E-04)  (-0.2876211E-03, -0.5298582E-04)
(-0.2957283E-03, -0.5447857E-04)  (-0.3040549E-03, -0.5601171E-04)  (-0.3126068E-03, -0.5758629E-04)
(-0.3213895E-03, -0.5920336E-04)  (-0.3304091E-03, -0.6086400E-04)  (-0.3396715E-03, -0.6256933E-04)
(-0.3491829E-03, -0.6432048E-04)  (-0.3589497E-03, -0.6611861E-04)  (-0.3689784E-03, -0.6796493E-04)
(-0.3792755E-03, -0.6986065E-04)  (-0.3898480E-03, -0.7180702E-04)  (-0.4007027E-03, -0.7380532E-04)
(-0.4118467E-03, -0.7585686E-04)  (-0.4232875E-03, -0.7796298E-04)  (-0.4350323E-03, -0.8012506E-04)
(-0.4470890E-03, -0.8234450E-04)  (-0.4594653E-03, -0.8462274E-04)  (-0.4721692E-03, -0.8696125E-04)
(-0.4852089E-03, -0.8936153E-04)  (-0.4985928E-03, -0.9182514E-04)  (-0.5123294E-03, -0.9435364E-04)
(-0.5264277E-03, -0.9694866E-04)  (-0.5408965E-03, -0.9961185E-04)  (-0.5557451E-03, -0.1023449E-03)
(-0.5709829E-03, -0.1051495E-03)  (-0.5866195E-03, -0.1080275E-03)  (-0.6026647E-03, -0.1109807E-03)
(-0.6191287E-03, -0.1140108E-03)  (-0.6360217E-03, -0.1171199E-03)  (-0.6533544E-03, -0.1203099E-03)
(-0.6711374E-03, -0.1235827E-03)  (-0.6893819E-03, -0.1269404E-03)  (-0.7080991E-03, -0.1303850E-03)
(-0.7273006E-03, -0.1339186E-03)  (-0.7469982E-03, -0.1375436E-03)  (-0.7672040E-03, -0.1412619E-03)
