8706     4
 
(-0.5316313E+01, -0.1480311E+01)  (-0.5302421E+01, -0.1471582E+01)  (-0.5288468E+01, -0.1462833E+01)
(-0.5274454E+01, -0.1454063E+01)  (-0.5260379E+01, -0.1445274E+01)  (-0.5246243E+01, -0.1436465E+01)
(-0.5232046E+01, -0.1427636E+01)  (-0.5217789E+01, -0.1418787E+01)  (-0.5203472E+01, -0.1409919E+01)
(-0.5189095E+01, -0.1401031E+01)  (-0.5174657E+01, -0.1392123E+01)  (-0.5160160E+01, -0.1383197E+01)
(-0.5145604E+01, -0.1374251E+01)  (-0.5130987E+01, -0.1365286E+01)  (-0.5116312E+01, -0.1356303E+01)
(-0.5101577E+01, -0.1347300E+01)  (-0.5086784E+01, -0.1338279E+01)  (-0.5071931E+01, -0.1329239E+01)
(-0.5057020E+01, -0.1320181E+01)  (-0.5042051E+01, -0.1311105E+01)  (-0.5027023E+01, -0.1302010E+01)
(-0.5011937E+01, -0.1292897E+01)  (-0.4996794E+01, -0.1283766E+01)  (-0.4981592E+01, -0.1274617E+01)
(-0.4966333E+01, -0.1265450E+01)  (-0.4951016E+01, -0.1256266E+01)  (-0.4935643E+01, -0.1247064E+01)
(-0.4920212E+01, -0.1237845E+01)  (-0.4904724E+01, -0.1228608E+01)  (-0.4889179E+01, -0.1219354E+01)
(-0.4873578E+01, -0.1210084E+01)  (-0.4857921E+01, -0.1200796E+01)  (-0.4842207E+01, -0.1191491E+01)
(-0.4826437E+01, -0.1182170E+01)  (-0.4810612E+01, -0.1172832E+01)  (-0.4794731E+01, -0.1163477E+01)
(-0.4778794E+01, -0.1154106E+01)  (-0.4762802E+01, -0.1144719E+01)  (-0.4746755E+01, -0.1135316E+01)
(-0.4730653E+01, -0.1125896E+01)  (-0.4714497E+01, -0.1116461E+01)  (-0.4698285E+01, -0.1107010E+01)
(-0.4682020E+01, -0.1097544E+01)  (-0.4665700E+01, -0.1088062E+01)  (-0.4649326E+01, -0.1078564E+01)
(-0.4632898E+01, -0.1069051E+01)  (-0.4616417E+01, -0.1059523E+01)  (-0.4599882E+01, -0.1049980E+01)
(-0.4583294E+01, -0.1040422E+01)  (-0.4566653E+01, -0.1030849E+01)  (-0.4549959E+01, -0.1021262E+01)
(-0.4533213E+01, -0.1011660E+01)  (-0.4516413E+01, -0.1002043E+01)  (-0.4499562E+01, -0.9924122E+00)
(-0.4482658E+01, -0.9827671E+00)  (-0.4465703E+01, -0.9731080E+00)  (-0.4448696E+01, -0.9634349E+00)
(-0.4431637E+01, -0.9537480E+00)  (-0.4414527E+01, -0.9440474E+00)  (-0.4397366E+01, -0.9343332E+00)
(-0.4380153E+01, -0.9246055E+00)  (-0.4362891E+01, -0.9148645E+00)  (-0.4345577E+01, -0.9051103E+00)
(-0.4328213E+01, -0.8953430E+00)  (-0.4310799E+01, -0.8855627E+00)  (-0.4293335E+01, -0.8757696E+00)
(-0.4275821E+01, -0.8659638E+00)  (-0.4258258E+01, -0.8561454E+00)  (-0.4240645E+01, -0.8463145E+00)
(-0.4222983E+01, -0.8364713E+00)  (-0.4205272E+01, -0.8266159E+00)  (-0.4187513E+01, -0.8167483E+00)
(-0.4169705E+01, -0.8068688E+00)  (-0.4151848E+01, -0.7969775E+00)  (-0.4133943E+01, -0.7870745E+00)
(-0.4115991E+01, -0.7771599E+00)  (-0.4097990E+01, -0.7672338E+00)  (-0.4079942E+01, -0.7572964E+00)
(-0.4061847E+01, -0.7473477E+00)  (-0.4043705E+01, -0.7373880E+00)  (-0.4025515E+01, -0.7274174E+00)
(-0.4007279E+01, -0.7174359E+00)  (-0.3988997E+01, -0.7074437E+00)  (-0.3970668E+01, -0.6974410E+00)
(-0.3952293E+01, -0.6874278E+00)  (-0.3933872E+01, -0.6774043E+00)  (-0.3915406E+01, -0.6673706E+00)
(-0.3896894E+01, -0.6573268E+00)  (-0.3878336E+01, -0.6472731E+00)  (-0.3859734E+01, -0.6372097E+00)
(-0.3841087E+01, -0.6271365E+00)  (-0.3822395E+01, -0.6170538E+00)  (-0.3803659E+01, -0.6069617E+00)
(-0.3784879E+01, -0.5968603E+00)  (-0.3766055E+01, -0.5867497E+00)  (-0.3747186E+01, -0.5766301E+00)
(-0.3728275E+01, -0.5665016E+00)  (-0.3709320E+01, -0.5563644E+00)  (-0.3690322E+01, -0.5462185E+00)
(-0.3671281E+01, -0.5360640E+00)  (-0.3652197E+01, -0.5259012E+00)  (-0.3633071E+01, -0.5157302E+00)
(-0.3613903E+01, -0.5055510E+00)  (-0.3594693E+01, -0.4953639E+00)  (-0.3575441E+01, -0.4851688E+00)
(-0.3556147E+01, -0.4749661E+00)  (-0.3536812E+01, -0.4647557E+00)  (-0.3517435E+01, -0.4545379E+00)
(-0.3498018E+01, -0.4443127E+00)  (-0.3478560E+01, -0.4340804E+00)  (-0.3459062E+01, -0.4238409E+00)
(-0.3439523E+01, -0.4135945E+00)  (-0.3419945E+01, -0.4033413E+00)  (-0.3400326E+01, -0.3930814E+00)
(-0.3380668E+01, -0.3828150E+00)  (-0.3360971E+01, -0.3725421E+00)  (-0.3341234E+01, -0.3622630E+00)
(-0.3321459E+01, -0.3519777E+00)  (-0.3301645E+01, -0.3416863E+00)  (-0.3281792E+01, -0.3313891E+00)
(-0.3261901E+01, -0.3210861E+00)  (-0.3241972E+01, -0.3107775E+00)  (-0.3222006E+01, -0.3004634E+00)
(-0.3202001E+01, -0.2901439E+00)  (-0.3181960E+01, -0.2798192E+00)  (-0.3161881E+01, -0.2694894E+00)
(-0.3141766E+01, -0.2591546E+00)  (-0.3121614E+01, -0.2488150E+00)  (-0.3101425E+01, -0.2384706E+00)
(-0.3081200E+01, -0.2281218E+00)  (-0.3060940E+01, -0.2177684E+00)  (-0.3040643E+01, -0.2074108E+00)
(-0.3020312E+01, -0.1970490E+00)  (-0.2999944E+01, -0.1866831E+00)  (-0.2979542E+01, -0.1763134E+00)
(-0.2959105E+01, -0.1659399E+00)  (-0.2938634E+01, -0.1555627E+00)  (-0.2918128E+01, -0.1451820E+00)
(-0.2897588E+01, -0.1347980E+00)  (-0.2877014E+01, -0.1244107E+00)  (-0.2856407E+01, -0.1140203E+00)
(-0.2835766E+01, -0.1036270E+00)  (-0.2815092E+01, -0.9323078E-01)  (-0.2794386E+01, -0.8283188E-01)
(-0.2773646E+01, -0.7243040E-01)  (-0.2752874E+01, -0.6202649E-01)  (-0.2732070E+01, -0.5162027E-01)
(-0.2711234E+01, -0.4121188E-01)  (-0.2690366E+01, -0.3080146E-01)  (-0.2669467E+01, -0.2038913E-01)
(-0.2648537E+01, -0.9975030E-02)  (-0.2627575E+01, 0.4407029E-03)  (-0.2606583E+01, 0.1085794E-01)
(-0.2585560E+01, 0.2127654E-01)  (-0.2564507E+01, 0.3169637E-01)  (-0.2543424E+01, 0.4211730E-01)
(-0.2522311E+01, 0.5253920E-01)  (-0.2501169E+01, 0.6296193E-01)  (-0.2479997E+01, 0.7338536E-01)
(-0.2458796E+01, 0.8380934E-01)  (-0.2437566E+01, 0.9423376E-01)  (-0.2416308E+01, 0.1046585E+00)
(-0.2395021E+01, 0.1150833E+00)  (-0.2373706E+01, 0.1255082E+00)  (-0.2352364E+01, 0.1359330E+00)
(-0.2330993E+01, 0.1463576E+00)  (-0.2309596E+01, 0.1567817E+00)  (-0.2288171E+01, 0.1672054E+00)
(-0.2266719E+01, 0.1776284E+00)  (-0.2245241E+01, 0.1880506E+00)  (-0.2223736E+01, 0.1984719E+00)
(-0.2202205E+01, 0.2088922E+00)  (-0.2180648E+01, 0.2193113E+00)  (-0.2159066E+01, 0.2297290E+00)
(-0.2137458E+01, 0.2401454E+00)  (-0.2115825E+01, 0.2505601E+00)  (-0.2094167E+01, 0.2609731E+00)
(-0.2072485E+01, 0.2713842E+00)  (-0.2050778E+01, 0.2817934E+00)  (-0.2029046E+01, 0.2922004E+00)
(-0.2007291E+01, 0.3026052E+00)  (-0.1985513E+01, 0.3130076E+00)  (-0.1963710E+01, 0.3234074E+00)
(-0.1941885E+01, 0.3338046E+00)  (-0.1920037E+01, 0.3441990E+00)  (-0.1898166E+01, 0.3545905E+00)
(-0.1876272E+01, 0.3649789E+00)  (-0.1854356E+01, 0.3753641E+00)  (-0.1832419E+01, 0.3857460E+00)
(-0.1810460E+01, 0.3961244E+00)  (-0.1788479E+01, 0.4064992E+00)  (-0.1766477E+01, 0.4168703E+00)
(-0.1744454E+01, 0.4272375E+00)  (-0.1722411E+01, 0.4376007E+00)  (-0.1700347E+01, 0.4479598E+00)
(-0.1678263E+01, 0.4583146E+00)  (-0.1656159E+01, 0.4686650E+00)  (-0.1634036E+01, 0.4790108E+00)
(-0.1611893E+01, 0.4893520E+00)  (-0.1589731E+01, 0.4996884E+00)  (-0.1567550E+01, 0.5100198E+00)
(-0.1545350E+01, 0.5203462E+00)  (-0.1523132E+01, 0.5306674E+00)  (-0.1500896E+01, 0.5409832E+00)
(-0.1478641E+01, 0.5512935E+00)  (-0.1456370E+01, 0.5615983E+00)  (-0.1434081E+01, 0.5718973E+00)
(-0.1411774E+01, 0.5821904E+00)  (-0.1389451E+01, 0.5924775E+00)  (-0.1367112E+01, 0.6027585E+00)
(-0.1344756E+01, 0.6130332E+00)  (-0.1322383E+01, 0.6233015E+00)  (-0.1299995E+01, 0.6335632E+00)
(-0.1277592E+01, 0.6438183E+00)  (-0.1255173E+01, 0.6540666E+00)  (-0.1232739E+01, 0.6643079E+00)
(-0.1210290E+01, 0.6745422E+00)  (-0.1187827E+01, 0.6847693E+00)  (-0.1165349E+01, 0.6949890E+00)
(-0.1142857E+01, 0.7052012E+00)  (-0.1120352E+01, 0.7154059E+00)  (-0.1097833E+01, 0.7256028E+00)
(-0.1075301E+01, 0.7357918E+00)  (-0.1052755E+01, 0.7459729E+00)  (-0.1030197E+01, 0.7561458E+00)
(-0.1007627E+01, 0.7663105E+00)  (-0.9850441E+00, 0.7764667E+00)  (-0.9624493E+00, 0.7866145E+00)
(-0.9398428E+00, 0.7967535E+00)  (-0.9172249E+00, 0.8068838E+00)  (-0.8945958E+00, 0.8170052E+00)
(-0.8719557E+00, 0.8271175E+00)  (-0.8493049E+00, 0.8372206E+00)  (-0.8266437E+00, 0.8473144E+00)
(-0.8039724E+00, 0.8573988E+00)  (-0.7812911E+00, 0.8674736E+00)  (-0.7586002E+00, 0.8775387E+00)
(-0.7358999E+00, 0.8875939E+00)  (-0.7131905E+00, 0.8976392E+00)  (-0.6904722E+00, 0.9076743E+00)
(-0.6677453E+00, 0.9176992E+00)  (-0.6450101E+00, 0.9277138E+00)  (-0.6222668E+00, 0.9377179E+00)
(-0.5995156E+00, 0.9477113E+00)  (-0.5767569E+00, 0.9576940E+00)  (-0.5539909E+00, 0.9676659E+00)
(-0.5312179E+00, 0.9776267E+00)  (-0.5084380E+00, 0.9875763E+00)  (-0.4856517E+00, 0.9975147E+00)
(-0.4628591E+00, 0.1007442E+01)  (-0.4400605E+00, 0.1017357E+01)  (-0.4172561E+00, 0.1027261E+01)
(-0.3944463E+00, 0.1037153E+01)  (-0.3716313E+00, 0.1047033E+01)  (-0.3488113E+00, 0.1056901E+01)
(-0.3259866E+00, 0.1066757E+01)  (-0.3031576E+00, 0.1076601E+01)  (-0.2803243E+00, 0.1086432E+01)
(-0.2574871E+00, 0.1096250E+01)  (-0.2346463E+00, 0.1106056E+01)  (-0.2118021E+00, 0.1115849E+01)
(-0.1889548E+00, 0.1125629E+01)  (-0.1661046E+00, 0.1135396E+01)  (-0.1432519E+00, 0.1145150E+01)
(-0.1203968E+00, 0.1154891E+01)  (-0.9753959E-01, 0.1164618E+01)  (-0.7468060E-01, 0.1174331E+01)
(-0.5182007E-01, 0.1184031E+01)  (-0.2895826E-01, 0.1193717E+01)  (-0.6095418E-02, 0.1203389E+01)
(0.1676818E-01, 0.1213047E+01)  (0.3963228E-01, 0.1222691E+01)  (0.6249662E-01, 0.1232320E+01)
(0.8536093E-01, 0.1241935E+01)  (0.1082250E+00, 0.1251535E+01)  (0.1310884E+00, 0.1261121E+01)
(0.1539511E+00, 0.1270691E+01)  (0.1768127E+00, 0.1280247E+01)  (0.1996729E+00, 0.1289788E+01)
(0.2225316E+00, 0.1299313E+01)  (0.2453884E+00, 0.1308823E+01)  (0.2682430E+00, 0.1318318E+01)
(0.2910953E+00, 0.1327797E+01)  (0.3139450E+00, 0.1337261E+01)  (0.3367917E+00, 0.1346708E+01)
(0.3596352E+00, 0.1356140E+01)  (0.3824754E+00, 0.1365555E+01)  (0.4053118E+00, 0.1374954E+01)
(0.4281443E+00, 0.1384337E+01)  (0.4509725E+00, 0.1393704E+01)  (0.4737963E+00, 0.1403054E+01)
(0.4966153E+00, 0.1412387E+01)  (0.5194293E+00, 0.1421703E+01)  (0.5422381E+00, 0.1431003E+01)
(0.5650413E+00, 0.1440285E+01)  (0.5878387E+00, 0.1449550E+01)  (0.6106301E+00, 0.1458798E+01)
(0.6334152E+00, 0.1468028E+01)  (0.6561937E+00, 0.1477241E+01)  (0.6789653E+00, 0.1486437E+01)
(0.7017299E+00, 0.1495614E+01)  (0.7244871E+00, 0.1504773E+01)  (0.7472367E+00, 0.1513915E+01)
(0.7699784E+00, 0.1523038E+01)  (0.7927119E+00, 0.1532143E+01)  (0.8154371E+00, 0.1541230E+01)
(0.8381536E+00, 0.1550298E+01)  (0.8608611E+00, 0.1559347E+01)  (0.8835595E+00, 0.1568378E+01)
(0.9062484E+00, 0.1577390E+01)  (0.9289277E+00, 0.1586383E+01)  (0.9515969E+00, 0.1595357E+01)
(0.9742559E+00, 0.1604311E+01)  (0.9969045E+00, 0.1613246E+01)  (0.1019542E+01, 0.1622162E+01)
(0.1042169E+01, 0.1631058E+01)  (0.1064785E+01, 0.1639935E+01)  (0.1087389E+01, 0.1648792E+01)
(0.1109981E+01, 0.1657628E+01)  (0.1132561E+01, 0.1666445E+01)  (0.1155129E+01, 0.1675241E+01)
(0.1177684E+01, 0.1684018E+01)  (0.1200227E+01, 0.1692774E+01)  (0.1222756E+01, 0.1701509E+01)
(0.1245272E+01, 0.1710224E+01)  (0.1267774E+01, 0.1718918E+01)  (0.1290263E+01, 0.1727591E+01)
(0.1312737E+01, 0.1736243E+01)  (0.1335198E+01, 0.1744874E+01)  (0.1357643E+01, 0.1753484E+01)
(0.1380074E+01, 0.1762072E+01)  (0.1402489E+01, 0.1770640E+01)  (0.1424889E+01, 0.1779185E+01)
(0.1447273E+01, 0.1787709E+01)  (0.1469642E+01, 0.1796211E+01)  (0.1491994E+01, 0.1804692E+01)
(0.1514330E+01, 0.1813150E+01)  (0.1536649E+01, 0.1821586E+01)  (0.1558951E+01, 0.1830000E+01)
(0.1581236E+01, 0.1838392E+01)  (0.1603503E+01, 0.1846761E+01)  (0.1625753E+01, 0.1855108E+01)
(0.1647985E+01, 0.1863432E+01)  (0.1670199E+01, 0.1871733E+01)  (0.1692394E+01, 0.1880012E+01)
(0.1714570E+01, 0.1888267E+01)  (0.1736727E+01, 0.1896500E+01)  (0.1758866E+01, 0.1904709E+01)
(0.1780984E+01, 0.1912895E+01)  (0.1803083E+01, 0.1921057E+01)  (0.1825162E+01, 0.1929196E+01)
(0.1847221E+01, 0.1937311E+01)  (0.1869259E+01, 0.1945403E+01)  (0.1891276E+01, 0.1953470E+01)
(0.1913272E+01, 0.1961514E+01)  (0.1935247E+01, 0.1969534E+01)  (0.1957201E+01, 0.1977529E+01)
(0.1979132E+01, 0.1985501E+01)  (0.2001042E+01, 0.1993447E+01)  (0.2022929E+01, 0.2001370E+01)
(0.2044794E+01, 0.2009267E+01)  (0.2066636E+01, 0.2017141E+01)  (0.2088455E+01, 0.2024989E+01)
(0.2110251E+01, 0.2032812E+01)  (0.2132023E+01, 0.2040610E+01)  (0.2153771E+01, 0.2048384E+01)
(0.2175496E+01, 0.2056132E+01)  (0.2197196E+01, 0.2063854E+01)  (0.2218871E+01, 0.2071552E+01)
(0.2240522E+01, 0.2079223E+01)  (0.2262147E+01, 0.2086869E+01)  (0.2283748E+01, 0.2094490E+01)
(0.2305323E+01, 0.2102084E+01)  (0.2326872E+01, 0.2109653E+01)  (0.2348395E+01, 0.2117195E+01)
(0.2369891E+01, 0.2124712E+01)  (0.2391361E+01, 0.2132202E+01)  (0.2412805E+01, 0.2139666E+01)
(0.2434221E+01, 0.2147103E+01)  (0.2455610E+01, 0.2154514E+01)  (0.2476972E+01, 0.2161898E+01)
(0.2498306E+01, 0.2169256E+01)  (0.2519611E+01, 0.2176586E+01)  (0.2540889E+01, 0.2183890E+01)
(0.2562138E+01, 0.2191167E+01)  (0.2583358E+01, 0.2198416E+01)  (0.2604550E+01, 0.2205639E+01)
(0.2625712E+01, 0.2212834E+01)  (0.2646844E+01, 0.2220001E+01)  (0.2667947E+01, 0.2227142E+01)
(0.2689020E+01, 0.2234254E+01)  (0.2710063E+01, 0.2241339E+01)  (0.2731075E+01, 0.2248396E+01)
(0.2752057E+01, 0.2255425E+01)  (0.2773007E+01, 0.2262426E+01)  (0.2793927E+01, 0.2269399E+01)
(0.2814815E+01, 0.2276344E+01)  (0.2835671E+01, 0.2283261E+01)  (0.2856496E+01, 0.2290149E+01)
(0.2877288E+01, 0.2297009E+01)  (0.2898048E+01, 0.2303840E+01)  (0.2918776E+01, 0.2310643E+01)
(0.2939470E+01, 0.2317416E+01)  (0.2960132E+01, 0.2324162E+01)  (0.2980760E+01, 0.2330878E+01)
(0.3001354E+01, 0.2337565E+01)  (0.3021915E+01, 0.2344223E+01)  (0.3042442E+01, 0.2350852E+01)
(0.3062934E+01, 0.2357451E+01)  (0.3083392E+01, 0.2364022E+01)  (0.3103815E+01, 0.2370562E+01)
(0.3124204E+01, 0.2377074E+01)  (0.3144557E+01, 0.2383555E+01)  (0.3164874E+01, 0.2390007E+01)
(0.3185156E+01, 0.2396429E+01)  (0.3205402E+01, 0.2402822E+01)  (0.3225612E+01, 0.2409184E+01)
(0.3245785E+01, 0.2415516E+01)  (0.3265922E+01, 0.2421818E+01)  (0.3286022E+01, 0.2428090E+01)
(0.3306085E+01, 0.2434332E+01)  (0.3326110E+01, 0.2440543E+01)  (0.3346098E+01, 0.2446723E+01)
(0.3366048E+01, 0.2452873E+01)  (0.3385961E+01, 0.2458993E+01)  (0.3405834E+01, 0.2465082E+01)
(0.3425670E+01, 0.2471139E+01)  (0.3445467E+01, 0.2477166E+01)  (0.3465225E+01, 0.2483162E+01)
(0.3484943E+01, 0.2489127E+01)  (0.3504623E+01, 0.2495061E+01)  (0.3524262E+01, 0.2500964E+01)
(0.3543862E+01, 0.2506835E+01)  (0.3563422E+01, 0.2512675E+01)  (0.3582942E+01, 0.2518483E+01)
(0.3602421E+01, 0.2524260E+01)  (0.3621859E+01, 0.2530005E+01)  (0.3641256E+01, 0.2535719E+01)
(0.3660613E+01, 0.2541401E+01)  (0.3679927E+01, 0.2547051E+01)  (0.3699200E+01, 0.2552669E+01)
(0.3718432E+01, 0.2558255E+01)  (0.3737621E+01, 0.2563809E+01)  (0.3756768E+01, 0.2569330E+01)
(0.3775872E+01, 0.2574820E+01)  (0.3794934E+01, 0.2580277E+01)  (0.3813953E+01, 0.2585702E+01)
(0.3832928E+01, 0.2591094E+01)  (0.3851860E+01, 0.2596454E+01)  (0.3870749E+01, 0.2601781E+01)
(0.3889594E+01, 0.2607076E+01)  (0.3908394E+01, 0.2612337E+01)  (0.3927151E+01, 0.2617566E+01)
(0.3945863E+01, 0.2622762E+01)  (0.3964530E+01, 0.2627925E+01)  (0.3983152E+01, 0.2633055E+01)
(0.4001729E+01, 0.2638152E+01)  (0.4020261E+01, 0.2643216E+01)  (0.4038747E+01, 0.2648246E+01)
(0.4057188E+01, 0.2653243E+01)  (0.4075582E+01, 0.2658207E+01)  (0.4093931E+01, 0.2663137E+01)
(0.4112233E+01, 0.2668034E+01)  (0.4130488E+01, 0.2672897E+01)  (0.4148696E+01, 0.2677727E+01)
(0.4166858E+01, 0.2682523E+01)  (0.4184972E+01, 0.2687285E+01)  (0.4203039E+01, 0.2692013E+01)
(0.4221058E+01, 0.2696707E+01)  (0.4239029E+01, 0.2701367E+01)  (0.4256952E+01, 0.2705993E+01)
(0.4274827E+01, 0.2710585E+01)  (0.4292653E+01, 0.2715143E+01)  (0.4310430E+01, 0.2719666E+01)
(0.4328159E+01, 0.2724156E+01)  (0.4345839E+01, 0.2728610E+01)  (0.4363469E+01, 0.2733031E+01)
(0.4381050E+01, 0.2737417E+01)  (0.4398581E+01, 0.2741768E+01)  (0.4416062E+01, 0.2746085E+01)
(0.4433492E+01, 0.2750367E+01)  (0.4450873E+01, 0.2754614E+01)  (0.4468203E+01, 0.2758826E+01)
(0.4485482E+01, 0.2763004E+01)  (0.4502711E+01, 0.2767147E+01)  (0.4519888E+01, 0.2771254E+01)
(0.4537014E+01, 0.2775327E+01)  (0.4554088E+01, 0.2779365E+01)  (0.4571111E+01, 0.2783367E+01)
(0.4588081E+01, 0.2787334E+01)  (0.4605000E+01, 0.2791266E+01)  (0.4621866E+01, 0.2795163E+01)
(0.4638680E+01, 0.2799024E+01)  (0.4655441E+01, 0.2802850E+01)  (0.4672149E+01, 0.2806640E+01)
(0.4688804E+01, 0.2810395E+01)  (0.4705406E+01, 0.2814114E+01)  (0.4721954E+01, 0.2817798E+01)
(0.4738449E+01, 0.2821445E+01)  (0.4754889E+01, 0.2825058E+01)  (0.4771276E+01, 0.2828634E+01)
(0.4787609E+01, 0.2832174E+01)  (0.4803886E+01, 0.2835679E+01)  (0.4820110E+01, 0.2839147E+01)
(0.4836278E+01, 0.2842580E+01)  (0.4852392E+01, 0.2845976E+01)  (0.4868450E+01, 0.2849337E+01)
(0.4884453E+01, 0.2852661E+01)  (0.4900401E+01, 0.2855949E+01)  (0.4916292E+01, 0.2859201E+01)
(0.4932128E+01, 0.2862416E+01)  (0.4947908E+01, 0.2865595E+01)  (0.4963631E+01, 0.2868738E+01)
(0.4979298E+01, 0.2871844E+01)  (0.4994908E+01, 0.2874914E+01)  (0.5010462E+01, 0.2877948E+01)
(0.5025958E+01, 0.2880944E+01)  (0.5041397E+01, 0.2883904E+01)  (0.5056779E+01, 0.2886828E+01)
(0.5072103E+01, 0.2889715E+01)  (0.5087370E+01, 0.2892565E+01)  (0.5102578E+01, 0.2895378E+01)
(0.5117729E+01, 0.2898154E+01)  (0.5132821E+01, 0.2900894E+01)  (0.5147855E+01, 0.2903596E+01)
(0.5162830E+01, 0.2906262E+01)  (0.5177747E+01, 0.2908891E+01)  (0.5192604E+01, 0.2911482E+01)
(0.5207403E+01, 0.2914037E+01)  (0.5222142E+01, 0.2916555E+01)  (0.5236821E+01, 0.2919035E+01)
(0.5251441E+01, 0.2921478E+01)  (0.5266001E+01, 0.2923884E+01)  (0.5280501E+01, 0.2926253E+01)
(0.5294941E+01, 0.2928584E+01)  (0.5309321E+01, 0.2930878E+01)  (0.5323640E+01, 0.2933135E+01)
(0.5337899E+01, 0.2935354E+01)  (0.5352096E+01, 0.2937536E+01)  (0.5366233E+01, 0.2939680E+01)
(0.5380309E+01, 0.2941787E+01)  (0.5394323E+01, 0.2943857E+01)  (0.5408276E+01, 0.2945889E+01)
(0.5422167E+01, 0.2947883E+01)  (0.5435996E+01, 0.2949839E+01)  (0.5449763E+01, 0.2951758E+01)
(0.5463469E+01, 0.2953640E+01)  (0.5477112E+01, 0.2955483E+01)  (0.5490692E+01, 0.2957289E+01)
(0.5504210E+01, 0.2959057E+01)  (0.5517665E+01, 0.2960787E+01)  (0.5531058E+01, 0.2962480E+01)
(0.5544387E+01, 0.2964134E+01)  (0.5557653E+01, 0.2965751E+01)  (0.5570855E+01, 0.2967330E+01)
(0.5583995E+01, 0.2968871E+01)  (0.5597070E+01, 0.2970373E+01)  (0.5610082E+01, 0.2971838E+01)
(0.5623029E+01, 0.2973265E+01)  (0.5635913E+01, 0.2974654E+01)  (0.5648732E+01, 0.2976005E+01)
(0.5661487E+01, 0.2977317E+01)  (0.5674177E+01, 0.2978592E+01)  (0.5686802E+01, 0.2979828E+01)
(0.5699363E+01, 0.2981027E+01)  (0.5711858E+01, 0.2982187E+01)  (0.5724289E+01, 0.2983309E+01)
(0.5736654E+01, 0.2984392E+01)  (0.5748953E+01, 0.2985438E+01)  (0.5761187E+01, 0.2986445E+01)
(0.5773355E+01, 0.2987414E+01)  (0.5785458E+01, 0.2988344E+01)  (0.5797494E+01, 0.2989237E+01)
(0.5809464E+01, 0.2990091E+01)  (0.5821368E+01, 0.2990907E+01)  (0.5833206E+01, 0.2991684E+01)
(0.5844976E+01, 0.2992423E+01)  (0.5856680E+01, 0.2993123E+01)  (0.5868318E+01, 0.2993786E+01)
(0.5879888E+01, 0.2994409E+01)  (0.5891391E+01, 0.2994995E+01)  (0.5902827E+01, 0.2995541E+01)
(0.5914195E+01, 0.2996050E+01)  (0.5925496E+01, 0.2996520E+01)  (0.5936729E+01, 0.2996951E+01)
(0.5947895E+01, 0.2997344E+01)  (0.5958992E+01, 0.2997699E+01)  (0.5970022E+01, 0.2998014E+01)
(0.5980983E+01, 0.2998292E+01)  (0.5991876E+01, 0.2998531E+01)  (0.6002701E+01, 0.2998731E+01)
(0.6013457E+01, 0.2998893E+01)  (0.6024144E+01, 0.2999016E+01)  (0.6034762E+01, 0.2999101E+01)
(0.6045312E+01, 0.2999147E+01)  (0.6055792E+01, 0.2999154E+01)  (0.6066204E+01, 0.2999123E+01)
(0.6076545E+01, 0.2999053E+01)  (0.6086818E+01, 0.2998945E+01)  (0.6097021E+01, 0.2998798E+01)
(0.6107154E+01, 0.2998613E+01)  (0.6117218E+01, 0.2998389E+01)  (0.6127211E+01, 0.2998126E+01)
(0.6137135E+01, 0.2997824E+01)  (0.6146988E+01, 0.2997484E+01)  (0.6156772E+01, 0.2997106E+01)
(0.6166484E+01, 0.2996689E+01)  (0.6176127E+01, 0.2996233E+01)  (0.6185698E+01, 0.2995738E+01)
(0.6195199E+01, 0.2995205E+01)  (0.6204630E+01, 0.2994634E+01)  (0.6213989E+01, 0.2994023E+01)
(0.6223277E+01, 0.2993374E+01)  (0.6232494E+01, 0.2992687E+01)  (0.6241640E+01, 0.2991960E+01)
(0.6250714E+01, 0.2991196E+01)  (0.6259717E+01, 0.2990392E+01)  (0.6268649E+01, 0.2989550E+01)
(0.6277508E+01, 0.2988670E+01)  (0.6286296E+01, 0.2987750E+01)  (0.6295012E+01, 0.2986793E+01)
(0.6303656E+01, 0.2985796E+01)  (0.6312228E+01, 0.2984761E+01)  (0.6320728E+01, 0.2983688E+01)
(0.6329155E+01, 0.2982576E+01)  (0.6337510E+01, 0.2981425E+01)  (0.6345793E+01, 0.2980236E+01)
(0.6354003E+01, 0.2979008E+01)  (0.6362140E+01, 0.2977742E+01)  (0.6370205E+01, 0.2976437E+01)
(0.6378196E+01, 0.2975094E+01)  (0.6386115E+01, 0.2973712E+01)  (0.6393960E+01, 0.2972292E+01)
(0.6401733E+01, 0.2970833E+01)  (0.6409432E+01, 0.2969336E+01)  (0.6417057E+01, 0.2967801E+01)
(0.6424610E+01, 0.2966227E+01)  (0.6432089E+01, 0.2964614E+01)  (0.6439494E+01, 0.2962964E+01)
(0.6446825E+01, 0.2961274E+01)  (0.6454083E+01, 0.2959547E+01)  (0.6461267E+01, 0.2957781E+01)
(0.6468377E+01, 0.2955977E+01)  (0.6475412E+01, 0.2954134E+01)  (0.6482374E+01, 0.2952253E+01)
(0.6489262E+01, 0.2950334E+01)  (0.6496075E+01, 0.2948377E+01)  (0.6502814E+01, 0.2946381E+01)
(0.6509478E+01, 0.2944347E+01)  (0.6516068E+01, 0.2942275E+01)  (0.6522583E+01, 0.2940165E+01)
